id,meta.type,meta.reviewStatus,meta.reviewLog,meta.reviewedBy,meta.parentId,meta.localId,label.fullName.de,label.fullName.en,label.abbreviatedName.de,label.abbreviatedName.en,label.acronym.de,label.acronym.en,description.de,description.en,head,links.homepage.de,links.homepage.en,headLiteral,partOf,meta.organizationalLevel,peopleCount.uniqueProfessors.physicist.female,peopleCount.uniqueProfessors.physicist.male,peopleCount.uniqueProfessors.physicist.other,peopleCount.uniqueProfessors.engineer.female,peopleCount.uniqueProfessors.engineer.male,peopleCount.uniqueProfessors.engineer.other,peopleCount.uniqueProfessors.other.female,peopleCount.uniqueProfessors.other.male,peopleCount.uniqueProfessors.other.other,peopleCount.uniqueSeniorResearchers.physicist.female,peopleCount.uniqueSeniorResearchers.physicist.male,peopleCount.uniqueSeniorResearchers.physicist.other,peopleCount.uniqueSeniorResearchers.engineer.female,peopleCount.uniqueSeniorResearchers.engineer.male,peopleCount.uniqueSeniorResearchers.engineer.other,peopleCount.uniqueSeniorResearchers.other.female,peopleCount.uniqueSeniorResearchers.other.male,peopleCount.uniqueSeniorResearchers.other.other,peopleCount.uniquePostDocs.physicist.female,peopleCount.uniquePostDocs.physicist.male,peopleCount.uniquePostDocs.physicist.other,peopleCount.uniquePostDocs.engineer.female,peopleCount.uniquePostDocs.engineer.male,peopleCount.uniquePostDocs.engineer.other,peopleCount.uniquePostDocs.other.female,peopleCount.uniquePostDocs.other.male,peopleCount.uniquePostDocs.other.other,peopleCount.uniquePhdStudents.physicist.female,peopleCount.uniquePhdStudents.physicist.male,peopleCount.uniquePhdStudents.physicist.other,peopleCount.uniquePhdStudents.engineer.female,peopleCount.uniquePhdStudents.engineer.male,peopleCount.uniquePhdStudents.engineer.other,peopleCount.uniquePhdStudents.other.female,peopleCount.uniquePhdStudents.other.male,peopleCount.uniquePhdStudents.other.other,peopleCount.uniqueMasterStudents.physicist.female,peopleCount.uniqueMasterStudents.physicist.male,peopleCount.uniqueMasterStudents.physicist.other,peopleCount.uniqueMasterStudents.engineer.female,peopleCount.uniqueMasterStudents.engineer.male,peopleCount.uniqueMasterStudents.engineer.other,peopleCount.uniqueMasterStudents.other.female,peopleCount.uniqueMasterStudents.other.male,peopleCount.uniqueMasterStudents.other.other,peopleCount.uniqueBachelorStudents.physicist.female,peopleCount.uniqueBachelorStudents.physicist.male,peopleCount.uniqueBachelorStudents.physicist.other,peopleCount.uniqueBachelorStudents.engineer.female,peopleCount.uniqueBachelorStudents.engineer.male,peopleCount.uniqueBachelorStudents.engineer.other,peopleCount.uniqueBachelorStudents.other.female,peopleCount.uniqueBachelorStudents.other.male,peopleCount.uniqueBachelorStudents.other.other
/uni-jena/hochfeldphysik-und-laserbeschleuniger,/organization/formal-organization/sub-department,01: in preparation,,,/uni-jena,hochfeldphysik-und-laserbeschleuniger,Gruppe: Hochfeldphysik und Laserbeschleuniger,Group: Hochfeldphysik und Laserbeschleuniger,,,,,,,,,,,/uni-jena,03 working group cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/uni-erlangen/physik-department/laser-physics,/organization/formal-organization/sub-department,01: in preparation,,hommelhoff.peter,/uni-erlangen/physik-department,laser-physics,Lehrstuhl für Laserphysik ,Chair of Laser Physics,FAU,FAU,,,,,hommelhoff.peter,,,,/uni-erlangen,03 working group cluster,0,0,,0,0,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/computergestuetzte-strahlenphysik,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,computergestuetzte-strahlenphysik,Abteilung: Computergestützte Strahlenphysik,Department: Computer-aided radiation physics,,,,,,,,,,Michael Bussmann,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzdr/strahlenphysik/hibef/bau-und-inbetriebnahme,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/hibef,bau-und-inbetriebnahme,Abteilung: Bau und Inbetriebnahme von HIBEF,Department: Construction and commissioning of HIBEF,,,,,"Das Ziel des Helmholtz International Beamline for Extreme Fields (HIBEF) Nutzer Konsortiums ist der Aufbau und der Betrieb unterschiedlicher Experimente an der High Energy Density (HED) Beamline des europäischen XFEL (X-Ray Free-Electron Laser) mit weltweit einzigartigen ultrakurzen und extrem lichtstarken Röntgenblitzen. Es ist als internationales Nutzer-Konsortium organisiert, um das höchste wissenschaftliche und technische Niveau der bereitgestellten Ausrüstung zu gewährleisten, die wiederum allen Wissenschaftlern zur Verfügung stehen. Im Fokus des Interesses steht die Physik der Hochenergiedichte, die Plasmaphysik, Geowissenschaft der Planeten, Hochdruckphysik und Physik der starken Felder, Magnetismus und korrelierte Elektronensysteme sowie Dynamik von Materialien.","The aim of the Helmholtz International Beamline for Extreme Fields (HIBEF) user consortium is to set up and operate various experiments at the High Energy Density (HED) beamline of the European XFEL (X-Ray Free-Electron Laser) with worldwide unique ultrashort and extremely powerful X-ray flashes. It is organised as an international user consortium to ensure the highest scientific and technical level of the equipment provided, which in turn is available to all scientists. The focus of interest is on the physics of high energy density, plasma physics, planetary geoscience, high pressure physics and strong field physics, magnetism and correlated electron systems as well as the dynamics of materials.",,,,PD Dr. Toma Toncian,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/fep/eb/cebst,/organization/working-group,01: in preparation,,,/fep/eb,cebst,Spezielle EB-Systeme und Technologien,Customized EB Systems and Technologies,FEP-CEBST,FEP-CEBST,,,,,,https://www.fep.fraunhofer.de/de/Geschaeftsfelder/EST.html,https://www.fep.fraunhofer.de/en/Geschaeftsfelder/EST.html,Prof. Dr. Gösta Mattausch,/fep,03 working group cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/aph,/organization/formal-organization/sub-department,01: in preparation,,aßmann.ralph,/gsi/acc,aph,Abteilung: Beschleunigerphysik,Department Accelerator physics,ACC/APH,ACC/APH,,,,,boine-frankenheim.oliver,https://www.gsi.de/work/gesamtprojektleitung_fair/beschleunigerphysik,https://www.gsi.de/en/work/project_management_fair/accelerator_physics,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/bea,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,bea,Abteilung: Strahldiagnose,Department Beam Diagnostics,ACC/BEA,ACC/BEA,,,,,,https://www.gsi.de/work/gesamtprojektleitung_fair/commons/beam_instrumentation,https://www.gsi.de/en/work/project_management_fair/commons/beam_instrumentation,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/aco,/organization/formal-organization/sub-department,01: in preparation,,aßmann.ralph,/gsi/acc,aco,Abteilung Kontrollsysteme,Department Control systems,ACC/ACO,ACC/ACO,,,,,,https://www.gsi.de/work/project_management_fair/commons/control-systems,https://www.gsi.de/en/work/project_management_fair/commons/control-systems,,/gsi,04 intermediate level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/cry,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,cry,Abteilung:  Kryogenik,Department Cryogenics,ACC/CRY,ACC/CRY,,,,,,https://www.gsi.de/work/gesamtprojektleitung_fair/commons/cryogenics,https://www.gsi.de/en/work/project_management_fair/commons/cryogenics,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/dec,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,dec,Abteilung: Decceleratoren ,Department Decelerators,ACC/DEC,ACC/DEC,,,,,,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/deceleratoren,https://www.gsi.de/en/work/accelerator_operations/departments/decelerators,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/eps,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,eps,Abteilung: Elektrische Energiesysteme,Department Electric power systems,ACC/EPS,ACC/EPS,,,,,,,,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/ios,/organization/formal-organization/sub-department,01: in preparation,,aßmann.ralph,/gsi/acc,ios,Abteilung: Ionenquellen,Department Ion source department,ACC/IOS,ACC/IOS,,,,,,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ionenquellen,https://www.gsi.de/en/work/accelerator_operations/departments/ion_sources,,/gsi,04 intermediate level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/lin,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,lin,Abteilung: Linac,Department Linac,ACC/LIN,ACC/LIN,,,,,,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/ncm,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,ncm,Abteilung: NC Magnete & Alignment,Department NC Magnets & Alignment,ACC/NCM,ACC/NCM,,,,,,https://www.gsi.de/work/gesamtprojektleitung_fair/commons/engineering/nc_magnets_alignment,https://www.gsi.de/en/work/project_management_fair/commons/engineering/nc_magnets_and_alignment,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,/organization/formal-organization/sub-department,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik,laser-teilenchen-beschleunigung,Abteilung: Laser-Teilchenbeschleunigung ,Department of Laser Particle Acceleration ,,,,,,,schramm.ullrich,https://www.hzdr.de/db/Cms?pNid=1483,https://www.hzdr.de/db/Cms?pNid=1483,,/hzdr,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/strahlenphysik/kernphysik,/organization/formal-organization/sub-department,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik,kernphysik,Abteilung: Kernphysik,Department of Nuclear Physics,,,,,,,,https://www.hzdr.de/db/Cms?pNid=212,https://www.hzdr.de/db/Cms?pNid=212,Dr. Andreas Wagner,/hzdr,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/uni-erlangen/physik-department,/organization/formal-organization/department,01: in preparation,,hommelhoff.peter,/uni-erlangen,physik-department,Department Physik,Department of Physics ,,,,,,,,,,,/uni-erlangen,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/gsi/acc/ope,/organization/formal-organization/sub-department,01: in preparation,,aßmann.ralph,/gsi/acc,ope,Abteilung: Betrieb,Department Operation,ACC/OPE,ACC/OPE,,,,,ralph.hollinger,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/hzdr/strahlenphysik/elbe,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik,elbe,Abteilung: Strahlungsquelle ELBE,Department: Radiation Source ELBE,,,,,,,,https://www.hzdr.de/db/Cms?pNid=145,https://www.hzdr.de/db/Cms?pNid=145,Dr. Andreas Wagner,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/gsi/acc/lrf,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,lrf,Abteilung: UNILAC RF,Department UNILAC RF,ACC/LRF,ACC/LRF,,,,,,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/bco,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc,bco,Abteilung: Strahlkühlung,Department Vacuum systems,ACC/BCO,ACC/BCO,,,,,,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/strahlkuehlung,https://www.gsi.de/en/work/accelerator_operations/departments/beam_cooling,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/hzdr/strahlenphysik/kernphysik/detektorenentwicklung,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/kernphysik,detektorenentwicklung,Abteilung: Detektorentwick­lung für die Grund­lagen­for­schung,Department: Detector development for basic research,,,,,,,,,,Prof. Dr. Daniel Bemmerer,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/cfel/ufox/dla,/organization/working-group,01: in preparation,,kärtner.franz-x.,/cfel/ufox,dla,Team: Dielectric Laser Acceleration,Team: Dielectric Laser Acceleration,UFOX-DLA,UFOX-DLA,,,,,,https://ufox.cfel.de/research/dielectric_laser_accelerators/,https://ufox.cfel.de/research/dielectric_laser_accelerators/,,/cfel,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/penelope,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,penelope,Abteilung: PEnELOPE,Department: Diodengepump­ter PW Laser PENELOPE,,,,,"Penelope steht für die Entwicklung eines energieeffizienten Hochleistungslasers, der mit Hilfe der Diodenlasertechnologie Petawatt Spitzenleistung mit hoher Pulsenergie und hoher Pulswiederholrate verbindet. Perspektivisch soll das System für die Laser-Ionenbeschleunigung optimiert werden.","Penelope stands for the development of an energy-efficient high-power laser that uses diode laser technology to combine petawatt peak power with high pulse energy and a high pulse repetition rate. petawatt peak power with high pulse energy and a high pulse repetition rate. In the future, the system will be be optimised for laser ion acceleration.",,,,PEnELOPE Team,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/gsi/acc/aco/fec,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc/aco,fec,Gruppe: Front-End Control,Front-End Control Group,ACC/ACO/FEC,ACC/ACO/FEC,,,,,,https://www.gsi.de/work/gesamtprojektleitung_fair/commons/control_systems/fe,,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/aco/hel,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc/aco,hel,Gruppe: Hardware und Elektronik ,Group Electronics,ACC/ACO/HEL,ACC/ACO/HEL,,,,,,https://www.gsi.de/work/gesamtprojektleitung_fair/commons/control_systems/hw,https://www.gsi.de/en/work/project_management_fair/commons/control-systems/hel-group,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/uni-bonn/pi/elsa,/organization/working-group,01: in preparation,,desch.klaus,/uni-bonn/pi,elsa,Gruppe ELSA,Group ELSA,ELSA,ELSA,,,,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,/uni-bonn,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/kit/division-5/ibpt/ardop2/id,/organization/working-group,01: in preparation,,härer.bastian,/kit/division-5/ibpt/ardop2,id,Gruppe: Insertion Devices,Group: Insertion Devices,ID,ID,,,,,,https://www.ibpt.kit.edu/d2_ID.php,https://www.ibpt.kit.edu/d2_ID.php,Prof. Dr.-Ing. Steffen Grohmann,/kit,05 working group,0,,,0,0,,,,,4,4,4,4,4,4,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzdr/strahlenphysik/hibef,/organization/formal-organization/sub-department,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik,hibef,Abteilung: Helmholtz International Beamline für extreme Felder,Department: Helmholtz International Beamline for Extreme Fields,,,,,"Das Ziel des Helmholtz International Beamline for Extreme Fields (HIBEF) Nutzerkonsortiums ist es, verschiedene Experimente an der High Energy Density (HED) Beamline des europäischen XFEL (X-Ray Free-Electron Laser) mit weltweit einzigartigen ultrakurzen und extrem hellen Röntgenblitzen aufzubauen und zu betreiben. Sie ist als internationales Nutzerkonsortium organisiert, um das höchste wissenschaftliche und technische Niveau der zur Verfügung gestellten Anlagen zu gewährleisten, die wiederum allen Wissenschaftlern zur Verfügung stehen. Die Forschungsschwerpunkte liegen in den Bereichen Hochenergiedichtephysik, Plasmaphysik, planetare Geowissenschaften, Hochdruckphysik und Physik starker Felder, Magnetismus und korrelierte Elektronensysteme sowie Materialdynamik.","The aim of the Helmholtz International Beamline for Extreme Fields (HIBEF) user consortium is to set up and operate various experiments at the High Energy Density (HED) beamline of the European XFEL (X-Ray Free-Electron Laser) with globally unique ultrashort and extremely bright X-ray flashes. It is organised as an international user consortium to ensure the highest scientific and technical level of the facilities provided, which in turn are available to all scientists. Research focuses on high-energy density physics, plasma physics, planetary geosciences, high-pressure physics and strong field physics, magnetism and correlated electron systems as well as material dynamics.",cowan.thomas,,,,/hzdr,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/strahlenphysik/hibef/hibef-2,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/hibef,hibef-2,Abteilung: HIBEF 2.0,Department: HIBEF 2.0,,,,,,,,,,,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzdr/strahlenphysik/hibef/laser-systeme,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/hibef,laser-systeme,HIBEF LasersystemeAbteilung: ,Department: HIBEF Laser Systems,,,,,,,,,,,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzb/be/ahbb,/organization/working-group,01: in preparation,,jankowiak.andreas,/hzb/be,ahbb,Abteilung: Hochbrillante Elektonenstrahlen,Department: High Brightness Beams,HBB,HBB,,,,,kamps.thorsten,https://www.helmholtz-berlin.de/forschung/oe/be/high-brightness-beams/index_en.html,https://www.helmholtz-berlin.de/forschung/oe/be/high-brightness-beams/index_en.html,,/hzb,05 working group,1,,,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,5,5,5,5,5,5,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzb/be/ia/hp,/organization/working-group,01: in preparation,,jankowiak.andreas,/hzb/be/ia,hp,Gruppe: Hochbrillante Photonenstrahlen,Group: High Brightness Photon Beams,HBPB,HBPB,,,,,meseck.atoosa,https://www.helmholtz-berlin.de/forschung/oe/be/accelerator/gia-hbpb/index_en.html,https://www.helmholtz-berlin.de/forschung/oe/be/accelerator/gia-hbpb/index_en.html,Prof. Dr. Atoosa Meseck,/hzb,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/fz-juelich/jcns/jcns-2/hbs,/organization/working-group,01: in preparation,,,/fz-juelich/jcns/jcns-2,hbs,High Brilliance Neutron Source,High Brilliance Neutron Source,FZJ-HBS,FZJ-HBS,,,,,,https://www.fz-juelich.de/de/jcns/jcns-2/leistungen/high-brilliance-neutron-source,https://www.fz-juelich.de/en/jcns/jcns-2/expertise/high-brilliance-neutron-source,Paul Zakalek,/fz-juelich,03 working group cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/gsi/acc/aph/hc,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc/aph,hc,Gruppe: Hochstrom-Gruppe,Group: High current group,ACC/IOS/HC,ACC/IOS/HC,,,,,,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,https://www.gsi.de/work/beschleunigerbetrieb/abteilungen/ope/mitarbeiter,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/hzdr/strahlenphysik/hed,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik,hed,Abteilung: High Energy Density,Department: High Energy Density,,,,,,,cowan.thomas,https://www.hzdr.de/db/Cms?pNid=248,https://www.hzdr.de/db/Cms?pNid=248,,/hzdr,05 working group,0,,,0,0,,,,,2,2,2,2,2,2,,,,6,6,6,6,6,6,,,,4,4,4,4,4,4,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/draco,/organization/working-group,01: in preparation,,schramm.ullrich,/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,draco,Abteilung: Hochleis­tungs­laser DRACO,Department: High power laser DRACO,,,,,"Mit dem kontinuierlich weiterentwickelten Ultrakurzpuls-Hochleistungslaser DRACO steht ein für die Laserteilchenbeschleunigung maßgeschneidertes 150 Terawatt / Petawatt Zweistrahlsystem mit dedizierter Diagnostik zur Verfügung, das in zwei unabhängigen Messumgebungen eingesetzt werden kann.","The DRACO ultrashort pulse high-power laser, which is being continuously developed, is a 150 terawatt / petawatt dual-beam system with dedicated diagnostics that is customised for laser particle acceleration and can be used in two independent measurement environments.",schramm.ullrich,,,,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/hzdr/radioonkologie/hochpraezisions-protonentherapie,/organization/working-group,01: in preparation,,krause.mechthild,/hzdr/radioonkologie,hochpraezisions-protonentherapie,Abteilung: Hochpräzisions-Protonen­therapie,Department: High-precision proton therapy,,,,,,,,https://www.hzdr.de/db/Cms?pNid=906,https://www.hzdr.de/db/Cms?pNid=906, Prof. Christian Richter,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
/gsi/acc/aco/ind,/organization/working-group,01: in preparation,,aßmann.ralph,/gsi/acc/aco,ind,Gruppe: Industrielle Steuerung ,Industrial Controls Group,ACC/ACO/IND,ACC/ACO/IND,,,,,,https://www.gsi.de/work/gesamtprojektleitung_fair/commons/control_systems/ind,https://www.gsi.de/en/work/project_management_fair/commons/control-systems/ind-group,,/gsi,05 working group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/hzdr/strahlenphysik,/organization/formal-organization/department,01: in preparation,,schramm.ullrich,/hzdr,strahlenphysik,Institut für Strahlenphysik,Institute for Radiation Physics,,,,,,,"schramm.ullrich,cowan.thomas",https://www.hzdr.de/db/Cms?pNid=132&pLang=de,https://www.hzdr.de/db/Cms?pNid=132&pLang=de,,/hzdr,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/radiopharmazeutische-krebsforschung,/organization/formal-organization/department,01: in preparation,,kopka.klaus,/hzdr,radiopharmazeutische-krebsforschung,Institut für Radiopharmazeutische Krebsforschung,Institute for Radiopharmaceutical Cancer Research,,,,,,,kopka.klaus,https://www.hzdr.de/db/Cms?pNid=130,https://www.hzdr.de/db/Cms?pNid=130,,/hzdr,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/ionenstrahlphysik-materialforschung,/organization/formal-organization/department,01: in preparation,,helm.manfred,/hzdr,ionenstrahlphysik-materialforschung,Institut für Ionenstrahlphysik und Materialforschung,Institute of Ion Beam Physics and Material­s Research,,,,,,,,https://www.hzdr.de/db/Cms?pOid=10625&pNid=141&pLang=de,https://www.hzdr.de/db/Cms?pOid=10625&pNid=141&pLang=de,,/hzb,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/radioonkologie,/organization/formal-organization/department,01: in preparation,,krause.mechthild,/hzdr,radioonkologie,Institut für Radioonkologie,Institute of Radiooncology ,,,,,,,krause.mechthild,https://www.hzdr.de/db/Cms?pNid=3011,https://www.hzdr.de/db/Cms?pNid=3011,,/hzdr,03 working group cluster,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hzdr/ionenstrahlphysik-materialforschung/ionenstrahlzentrum,/organization/working-group,01: in preparation,,helm.manfred,/hzdr/ionenstrahlphysik-materialforschung,ionenstrahlzentrum,Abteilung: Ionen­strahl­zentrum,Department: Ion beam centre,,,,,,,,https://www.hzdr.de/db/Cms?pNid=2689,https://www.hzdr.de/db/Cms?pNid=2689,,/hzdr,05 working group,0,,,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
