id,meta.reviewStatus,meta.reviewedBy,meta.reviewLog,label.fullName.de,label.fullName.en,label.acronym.de,label.acronym.en,definition.de,definition.en,isPartOf,isSuccessorOf,acceleratorType,facilityType,facilityTypeParticles,lifeCycle,t0,t1,hasHost,location.country.code,isBmbfFis,primaryApplications,secondaryApplications,link.homepage.de,link.homepage.en
/fair/p-linac,02: in prereview,,, proton linac ,Proton linear accelerator ,PLINAC,PLINAC,"P-LINAC liefert die Protonen für die internationale Beschleunigeranlage FAIR in Darmstadt. Dieser Beschleuniger besteht aus einer Protonenquelle, einem RFQ und einem Raumtemperatur-CH-Driftröhren-Linac für Beschleunigungen von bis zu 70 MeV.","P-LINAC provides the protons for the international accelerator facility FAIR in Darmstadt. This accelerator consists of a proton source, an RFQ and a room temperature CH drift tube linac for accelerations of up to 70 MeV.",/fair,,,,,construction,,,/fair,,,/accelerator-application/science-application/hadron-physics,,,
/fair/sis18,02: in prereview,,,Schwerionensynchrotron,Heavy-ion synchrotron,SIS18,SIS18,,,/fair,,"/accelerator/synchrotron/,/accelerator/synchrotron/booster-synchrotron",,,,,,/fair,,,/accelerator-application/science-application/hadron-physics,,,
/fair/sis100,02: in prereview,,,Schwerionensynchrotron,Heavy-ion synchrotron,SIS100,SIS100,,,/fair,,"/accelerator/synchrotron/,/accelerator/synchrotron/booster-synchrotron",,,,,,/fair,,,/accelerator-application/science-application/hadron-physics,,,
/fair/super-frs,01: in preparation,,,Supraleitender Fragment-Trenner,Super-conducting Fragment Separator,Super-FRS,Super-FRS,"Der Superconducting FRagment Separator (Super-FRS) wird der leistungsstärkste In-Flight-Separator der Welt sein. Seltene Isotope aller Elemente bis hin zum Uran werden bei relativistischen Energien erzeugt und innerhalb weniger hundert Nanosekunden räumlich getrennt, was die Untersuchung sehr kurzlebiger Kerne ermöglicht.","The Superconducting FRagment Separator (Super-FRS) will be the most powerful in-flight separator in the world. Rare isotopes of all elements up to uranium will be produced at relativistic energies and spatially separated within a few hundred nanoseconds, allowing the study of very short-lived nuclei.",/fair,,,,,,,,/fair,,,/accelerator-application/science-application/hadron-physics,,,
/fair/unilac,01: in preparation,,,Universeller Linearbeschleuniger,Universal Linear Accelerator,UNILAC,UNILAC,"UNILAC (Universal Linear Accelerator) ist der Name eines Schwerionenbeschleunigers am GSI Helmholtzzentrum für Schwerionenforschung in Darmstadt. Das „Universal“ im Namen weist darauf hin, dass die Anlage Ionen aller Massenzahlen von Wasserstoff bis Uran beschleunigen kann. Mit Hilfe des UNILAC wurden unter anderem erstmals die Elemente Bohrium (Bh, 107), Hassium (Hs, 108), Meitnerium (Mt, 109), Darmstadtium (Ds, 110), Roentgenium (Rg, 111) und Copernicium (Cn, 112) synthetisiert.","UNILAC (Universal Linear Accelerator) is the name of a heavy ion accelerator at the GSI Helmholtz Centre for Heavy Ion Research in Darmstadt. The ‘Universal’ in the name indicates that the facility can accelerate ions of all mass numbers from hydrogen to uranium. With the help of UNILAC, the elements Bohrium (Bh, 107), Hassium (Hs, 108), Meitnerium (Mt, 109), Darmstadtium (Ds, 110), Roentgenium (Rg, 111) and Copernicium (Cn, 112), among others, were synthesised for the first time.",/fair,,/accelerator/linac/,,,,,,/fair,,,/accelerator-application/science-application/hadron-physics,,,
/fcc,02: in prereview,,,Zukünftiger Ringkollider,Future Circular Collider,FCC,FCC,Future Circular Collider (ee),Future Circular Collider (ee),,,/accelerator/storage-ring/,/facility/accelerator-based-facility/particle-collider/circular-particle-collider,electrons,conceptionally-designed,2038,2053,/cern,CH,,/accelerator-application/science-application/high-energy-physics,,,
/fcc-ee,02: in prereview,,,Zukünftiger Elektronen-Positronen-Ringkollider,Future Circular Collider (ee),FCC-ee,FCC-ee,Future Circular Collider (ee),Future Circular Collider (ee),,/fcc,,/facility/accelerator-based-facility/particle-collider/circular-particle-collider,electrons,conceptionally-designed,2038,2053,/cern,CH,,/accelerator-application/science-application/high-energy-physics,,,
/fcc-hh,01: in preparation,,,Zukünftiger Hadronen-Ringkollider,Future Circular Collider (hh),FCC-hh,FCC-hh,Future Circular Collider (hh),Future Circular Collider (hh),,/fcc,,/facility/accelerator-based-facility/particle-collider/circular-particle-collider,ions,conceptionally-designed,2063,2088,/cern,CH,,/accelerator-application/science-application/high-energy-physics,,,
/flash,01: in preparation,,,Freie-Elektronen-Laser in Hamburg,Free electron-laser in Hamburg,FLASH,FLASH,Free electron-laser in Hamburg,Free electron-laser in Hamburg,,,/accelerator/linac/,/facility/accelerator-based-facility/photon-source/free-electron-laser/,electrons,operation,2005,2019,/desy,DE,,/accelerator-application/science-application/photon-science,/accelerator-application/science-application/accelerator-science,,
/flash1+flash2,01: in preparation,,,Freie-Elektronen-Laser in Hamburg,Free electron-laser in Hamburg,FLASH 1+2,FLASH 1+2,Free electron-laser in Hamburg,Free electron-laser in Hamburg,,/flash,/accelerator/linac/,,electrons,operation,2005,2024,/desy,DE,checked,/accelerator-application/science-application/photon-science,/accelerator-application/science-application/accelerator-science,,
/flash2020+,02: in prereview,,,Freie-Elektronen-Laser in Hamburg,Free electron-laser in Hamburg,FLASH 2020+,FLASH 2020+,Free electron-laser in Hamburg,Free electron-laser in Hamburg,,/flash,,,electrons,construction,2025,2035,/desy,DE,,/accelerator-application/science-application/accelerator-science,/accelerator-application/science-application/accelerator-science,,
/flashforward,02: in prereview,,,Zukunftsweisende Plasmabeschleuniger-Forschung und -Entwicklung bei FLASH,Future-Oriented Wakefield Accelerator Research and Developement at FLASH,FLASHForward,FLASHForward,"Testinfrastruktur für teilchenstrahlgetriebene Plasma-Wakefield-Beschleunigungsexperimente, die darauf abzielen, in einigen Zentimetern ionisiertem Wasserstoff Elektronenstrahlen mit Energien von mehr als 1,5 GeV und einer ausreichenden Qualität für den Betrieb eines Freie-Elektronen-Lasers zu erzeugen","Testinfrastruktur für teilchenstrahlgetriebene Plasma-Wakefield-Beschleunigungsexperimente, die darauf abzielen, in einigen Zentimetern ionisiertem Wasserstoff Elektronenstrahlen mit Energien von mehr als 1,5 GeV und einer ausreichenden Qualität für den Betrieb eines Freie-Elektronen-Lasers zu erzeugen",/fair,,,,electrons,operation,2018,,/desy,DE,,/accelerator-application/science-application/accelerator-science,,,
/franz,02: in prereview,,,Neutronenquelle Frankfurt,Frankfurt Neutron Source,FRANZ,FRANZ,RFQ-IH-based high-current proton accelerator to produce a very intense neutron beam,RFQ-IH-based high-current proton accelerator to produce a very intense neutron beam,,,,,protons,,,,/uni-frankfurt,DE,,,,https://exp-astro.physik.uni-frankfurt.de/index.php?id=expFRANZ,
/hbns,01: in preparation,,,Hochbrillante Neutronenquelle,High Brilliance Neutron Source,HBNS,HBNS,High Brilliance Neutron Source,High Brilliance Neutron Source,,,/accelerator/linac/,/facility/accelerator-based-facility/neutron-source/compact-accelerator-based-neutron-source,ions,designing,,,/fz-juelich,DE,,/accelerator-application/science-application/neutron-science,,,
/hit,01: in preparation,,,Heidelberger Ionenstrahl-Therapiezentrum ,Heidelberg Ion Beam Therapy Centre ,,,Heidelberger Ionenstrahl-Therapiezentrum ,Heidelberger Ionenstrahl-Therapiezentrum ,,,,/facility/accelerator-based-facility/medical-facility/,ions,operation,2009,,,DE,,/accelerator-application/medical-application/,,,
/hzdr-ibc,01: in preparation,,,Ionenstrahlzentrum ,Ion Beam Center ,IBC,IBC,,,,,,,ions,operation,,,/hzdr,DE,checked,,,,
/ilc,01: in preparation,,,Internationaler Linearbeschleuniger,International Linear Collider,ILC,ILC,,,,,,,electrons,technically-designed,2040,2060,,JP,,/accelerator-application/science-application/high-energy-physics,,,
/jeti,01: in preparation,,, Jena Titanium:sapphire 40 TW Laser,Jena Titanium:sapphire 40 TW Laser,(Laser) JETI,(Laser) JETI,,,,,,,,operation,,,,DE,,/accelerator-application/science-application/accelerator-science,,,
/kaldera,01: in preparation,,,KALDERA,KALDERA,KALDERA,KALDERA,Laser zum Betrieb eines Laser-Plasma-Beschleunigers mit ultraschnellen Laserpulsen von 100 TW Spitzenleistung und bis zu 1 kHz Wiederholrate. Projektstart: 2020. ,Laser zum Betrieb eines Laser-Plasma-Beschleunigers mit ultraschnellen Laserpulsen von 100 TW Spitzenleistung und bis zu 1 kHz Wiederholrate. Projektstart: 2020. ,,,,,,operation,,,,DE,,/accelerator-application/science-application/accelerator-science,,,
/kara,01: in preparation,,,Karlsruhe Research Accelerator,Karlsruhe Research Accelerator,KARA,KARA,Elektronenspeicherring für die Beschleuniger- und Detektorforschung (ehemals ANKA-Speicherring),Elektronenspeicherring für die Beschleuniger- und Detektorforschung (ehemals ANKA-Speicherring),/kit-atp,,"/accelerator/synchrotron/,/accelerator/synchrotron/booster-synchrotron",,electrons,operation,2000,,/kit,DE,,/accelerator-application/science-application/accelerator-science,/accelerator-application/science-application/photon-science,,
/kit-atp,01: in preparation,,,KIT Accelerator Technology Platform,KIT Accelerator Technology Platform,KIT ATP,KIT ATP,,,/athena,,,,,operation,,,/kit,DE,,/accelerator-application/science-application/accelerator-science,,,
/lux,01: in preparation,,,LUX,LUX,LUX,LUX,Testanlage für die Entwicklung eines laserplasmagestützten Injektors für Synchrotronlichtquellen,Testanlage für die Entwicklung eines laserplasmagestützten Injektors für Synchrotronlichtquellen,,,,,electrons,operation,,,,DE,,/accelerator-application/science-application/accelerator-science,,,
/mami,01: in preparation,,, Mainzer Mikrotron,Mainzer Mikrotron,MAMI,MAMI,,,,,,,electrons,operation,1979,,/uni-mainz,DE,,/accelerator-application/science-application/hadron-physics,/accelerator-application/science-application/accelerator-science,,
/mcf,01: in preparation,,,Magnet Characterization Facilities,Magnet Characterization Facilities,MCF,MCF,"Das MCF umfasst Prüfstände für supraleitende, normalleitende und permanentmagnetische Systeme bei Raumtemperatur, in flüssigem Helium (LHe) und ohne Kryogen.","Das MCF umfasst Prüfstände für supraleitende, normalleitende und permanentmagnetische Systeme bei Raumtemperatur, in flüssigem Helium (LHe) und ohne Kryogen.",/kit-atp,,,,,,,,,DE,,/accelerator-application/science-application/accelerator-science,,,
/mesa,01: in preparation,,,Mainz Energy-Recovering Superconducting Accelerator,Mainz Energy-Recovering Superconducting Accelerator,MESA,MESA,,,,,/accelerator/erl,,electrons,construction,2023,2030,/uni-mainz,DE,,/accelerator-application/science-application/hadron-physics,/accelerator-application/science-application/accelerator-science,https://www.mesa.uni-mainz.de/#teilchenbeschleuniger,
/mit,01: in preparation,,,Marburger Ionenstrahl-Therapiezentrum ,Marburger Ionenstrahl-Therapiezentrum ,,,Marburger Ionenstrahl-Therapiezentrum ,Marburger Ionenstrahl-Therapiezentrum ,,,,,ions,operation,2015,,,DE,,/accelerator-application/medical-application/,,,
/mls,01: in preparation,,,Metrology Light Source,Metrology Light Source,MLS,MLS,Metrology Light Source,Metrology Light Source,,,/accelerator/storage-ring/,/facility/accelerator-based-facility/photon-source/synchrotron-light-source,electrons,operation,2004,,/hzb,DE,,/accelerator-application/metrology,,,
/petra,01: in preparation,,,PETRA,PETRA,PETRA,PETRA,,,,,,,electrons,decommissioned,,,/desy,DE,,/accelerator-application/science-application/photon-science,,,
/petra__petra-3,01: in preparation,,,PETRA III,PETRA III,PETRA III,PETRA III,,,,/petra,"/accelerator/synchrotron/,/accelerator/synchrotron/booster-synchrotron",/facility/accelerator-based-facility/photon-source/synchrotron-light-source/3rd-generation,electrons,operation,2000,2025,/desy,DE,checked,/accelerator-application/science-application/photon-science,,,
/petra__petra-4,01: in preparation,,,PETRA IV,PETRA IV,PETRA IV,PETRA IV,,,,/petra,"/accelerator/synchrotron/,/accelerator/synchrotron/booster-synchrotron",/facility/accelerator-based-facility/photon-source/synchrotron-light-source/4th-generation,electrons,conceptionally-designed,2027,2040,/desy,DE,,/accelerator-application/science-application/photon-science,,,
/phelix,02: in prereview,,,PW-class laser PHELIX with dedicated plasma accelerator,PW-class laser PHELIX with dedicated plasma accelerator,(LASER) PHELIX,(LASER) PHELIX,,,,,,,,operation,2008,,,DE,,/accelerator-application/science-application/accelerator-science,,,
/plasmedx,02: in prereview,,,Plasmabasierte lasergetriebene Röntgenquelle für die medizinische Bildgebung ,Plasma-based laser-driven X-ray source for medical imaging ,PLASMED X,PLASMED X,,,,,,,electrons,operation,,,,DE,,/accelerator-application/medical-application/,,,
/polaris,01: in preparation,,,Petawatt-Laserverstärker für strahlungsintensive Experimente,Petawatt Optical Laser Amplifier for Radiation Intensive ExperimentS,POLARIS,,,,,,,,,,,,,,,/accelerator-application/science-application/accelerator-science,,,
/regae,02: in prereview,,,Relativistische Elektronenquelle für die Untersuchung von Atomen ,Relativistic Electron Gun for Atomic Exploration ,REGAE,REGAE,,,,,,,electrons,operation,2011,,/desy,DE,,/accelerator-application/science-application/hadron-physics,,,
/s-dalinac,01: in preparation,,,Supraleitender Linearbeschleuniger in Darmstadt,Superconducting-DArmstadt-LINear-ACcelerator,S-DALINAC,S-DALINAC,"Supraleitender Elektronenbeschleuniger, der sowohl im Dauerstrich- als auch im Energierückgewinnungs-Modus betrieben werden kann. ","Supraleitender Elektronenbeschleuniger, der sowohl im Dauerstrich- als auch im Energierückgewinnungs-Modus betrieben werden kann. ",,,/accelerator/erl,,electrons,operation,1991,,/tu-darmstadt,DE,,/accelerator-application/science-application/accelerator-science,,,
/supralab,02: in prereview,,,"Testinfrastruktur für Beschleuniger, supraleitende Hochfrequenzsysteme und kryogene Anwendungen","Test infrastructure for accelerator devices, superconducting radio-frequency systems and cryogenic applications",Supralab,Supralab,Testinfrastruktur für supraleitende Hochfrequenzsysteme,Testinfrastruktur für supraleitende Hochfrequenzsysteme,,,,,,operation,2017,,/hzb,DE,,/accelerator-application/science-application/accelerator-science,,,
/uni-jena-ibc,01: in preparation,,,Ionenstrahlzentrum Uni Jena,Ion Beam Centre University of Jena,,,,,,,/accelerator/linac/,,,,,,/uni-jena,,,,,,
/uptd,01: in preparation,,,Universitäts Protonen Therapie Dresden,University Proton Therapy Dresden,UPTD,UPTD,Universitäts-Protonen-Therapie Dresden,Universitäts-Protonen-Therapie Dresden,,,/accelerator/linac/,/facility/accelerator-based-facility/medical-facility/beam-therapy/proton-beam-therapy,ions,operation,2014,,,DE,,/accelerator-application/medical-application/,,,
/wpe,02: in prereview,,,Westdeutsches Protonentherapiezentrum Essen,West German Proton Therapy Centre Essen,WPE,WPE,Westdeutsches Protonentherapiezentrum Essen,Westdeutsches Protonentherapiezentrum Essen,,,/accelerator/linac/,/facility/accelerator-based-facility/medical-facility/beam-therapy/proton-beam-therapy,ions,operation,2013,,,DE,,/accelerator-application/medical-application/,,,
