id,isPartOfCommunity,isInstanceOf,meta.organizationalLevel,meta.reviewStatus,meta.reviewLog,meta.reviewedBy,meta.befideOrganizationCategories,hasTopLevelOrganization,isDirectPartOf,meta.localId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,label.acronym.de,label.acronym.en,description.de,description.en,head,headLiteral,links.homepage.de,links.homepage.en,location.country.code,location.city,location.lat,location.lng,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,facilities-csv,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,courses,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent
:tu-dortmund,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,tu-dortmund,Technische Universität Dortmund,TU Dortmund University,TU Dortmund,TU Dortmund,,,,,,,https://www.tu-dortmund.de/en/,https://www.tu-dortmund.de/en/,DE,Dortmund,51.514940,7.466000,https://ror.org/01k97gp34,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:delta,0,0,0,0,0,0,0,":tu-dortmund/beschleunigerphysik_i, :tu-dortmund/beschleunigerphysik_ii, "":tu-dortmund/beschleunigerphysik_und_synchrotronstrahlung,_anwendungen_in_der_festkörperphysik"", :tu-dortmund/beschleunigerphysik_i_/_übung, :tu-dortmund/beschleunigerphysik_i_/_seminar, :tu-dortmund/beschleunigerphysik_ii_/_seminar, :tu-dortmund/beschleunigerphysik_ii_/_übung",0,0,0,0,0,0
:tu-dresden,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,tu-dresden,Technische Universität Dresden,Dresden University of Technology,TU Dresden,TU Dresden,,,,,,,https://tu-dresden.de,https://tu-dresden.de/?set_language=en,DE,Dresden,51.050890,13.738320,https://ror.org/042aqky30,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-bonn,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,University of Bonn,Uni Bonn,Uni Bonn,,,,,,,https://www.uni-bonn.de/de/,https://www.uni-bonn.de/en/,DE,Bonn,50.734380,7.095490,https://ror.org/041nas322,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:elsa,0,0,0,0,0,0,0,":uni-bonn/accelerator_physics_/_beschleunigerphysik_i, :uni-bonn/accelerator_physics_/_beschleunigerphysik_i, :uni-bonn/advanced_accelerator_physics, :uni-bonn/advanced_accelerator_physics",0,0,0,0,0,0
:uni-bonn/pi,true,/organization/formal-organization/department,02 intermediate level,01: in preparation,,desch.klaus,university,:uni-bonn,:uni-bonn,pi,Physikalisches Institut,Physikalisches Institut,PI,PI,,,,,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,Bonn,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-bonn/pi/elsa,true,/organization/working-group,05 working group,01: in preparation,,desch.klaus,university,:uni-bonn,:uni-bonn/pi,elsa,Gruppe ELSA,Group ELSA,ELSA,ELSA,,,,,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-düsseldorf,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-düsseldorf,Heinrich-Heine-Universität Düsseldorf,Heinrich Heine University Düsseldorf,HHU,HHU,,,,,,,https://www.hhu.de,http://www.uni-duesseldorf.de/home/en/home.html,DE,Düsseldorf,51.221720,6.776160,https://ror.org/024z2rq82,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-düsseldorf/mnf,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,hidding.bernhard,university,:uni-düsseldorf,:uni-düsseldorf,mnf,Mathematisch-Naturwissenschaftliche Fakultät,Faculty of Mathematics and Natural Sciences consists,Math.-Nat. Fakultät,Math.-Nat. Fakultät,,,,,,,https://www.math-nat-fak.hhu.de,https://www.math-nat-fak.hhu.de/en/,,,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-düsseldorf/mnf/physik,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,hidding.bernhard,university,:uni-düsseldorf,:uni-düsseldorf/mnf,physik,Fach Physik,Physics Department,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-düsseldorf/mnf/physik/ilp,false,/organization/formal-organization/sub-department,02 intermediate level,02: in prereview,,hidding.bernhard,university,:uni-düsseldorf,:uni-düsseldorf/mnf/physik,ilp,Institut für Laser- und Plasmaphysik,Institute for Laser and Plasma Physics,ILP,ILP,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-düsseldorf/mnf/physik/ilp/hidding,true,/organization/working-group,03 working group cluster,02: in prereview,,hidding.bernhard,university,:uni-düsseldorf,:uni-düsseldorf/mnf/physik/ilp,hidding,Gruppe Hidding,Group Hidding,,,,,,,,,,,,,,,,1,,4,2,9,,1,,1,1,1,1,,,,,,,,,,,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,,,,,,,,,,48,48,0,47,47,141,47,,6,0,36,18,81,0
:uni-erlangen,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-erlangen,Friedrich-Alexander-Universität Erlangen-Nürnberg,Friedrich-Alexander-University Erlangen-Nürnberg,Uni Erlangen,Uni Erlangen,,,,,,,https://www.fau.de/,https://www.fau.eu,DE,Erlangen,49.590990,11.007830,https://ror.org/00f7hpc57,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-erlangen/physik-department,true,/organization/formal-organization/department,03 working group cluster,01: in preparation,,hommelhoff.peter,university,:uni-erlangen,:uni-erlangen,physik-department,Department Physik,Department of Physics ,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-erlangen/physik-department/laser-physics,true,/organization/formal-organization/sub-department,03 working group cluster,01: in preparation,,hommelhoff.peter,university,:uni-erlangen,:uni-erlangen/physik-department,laser-physics,Lehrstuhl für Laserphysik ,Chair of Laser Physics,FAU,FAU,,,,,hommelhoff.peter,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,3,3,9,3,,0,9,0,0,0,0
:uni-erlangen/physik-department/laser-physics/achip,true,/organization/working-group,05 working group,01: in preparation,,hommelhoff.peter,university,:uni-erlangen,:uni-erlangen/physik-department/laser-physics,achip,Gruppe: Accelerator on a Chip International Program,Group: Accelerator on a Chip International Program,ACHIP,ACHIP,,,,,hommelhoff.peter,,,,,,,,,3,3,16,0,6,1,,,,,,,,,,3,3,0,0,0,,,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,6,6,6,6,6,,,,1,1,1,1,1,,36,17,0,43,27,70,0,,3,9,16,0,36,6
:uni-frankfurt,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-frankfurt,Goethe-Universität Frankfurt am Main,Goethe University Frankfurt,Uni Frankfurt,Uni Frankfurt,,,,,,,https://www.uni-frankfurt.de/de,http://www.goethe-university-frankfurt.de/en,DE,Frankfurt am Main,50.115520,8.684170,https://ror.org/04cvxnb49,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:franz,0,0,0,0,0,0,0,":uni-frankfurt/beschleuniger-seminar, "":uni-frankfurt/aktuelle_probleme_der_beschleuniger-,_astro-_und_plasmaphysik"", :uni-frankfurt/einführung_in_die_beschleunigerphysik_mit_exkursion_, "":uni-frankfurt/einführung_in_die_beschleunigerphysik,_übungen_zur_vorlesung_"", :uni-frankfurt/high_intensity_accelerators_and_their_applications, "":uni-frankfurt/high_intensity_accelerators_and_their_applications,_übungen_zur_vorlesung"", :uni-frankfurt/hochleistungsbeschleuniger_und_deren_anwendungen, :uni-frankfurt/laseranwendungen_in_teilchenbeschleunigern, :uni-frankfurt/linearbeschleuniger, "":uni-frankfurt/linearbeschleuniger,_übungen_zur_vorlesung"", :uni-frankfurt/ringbeschleuniger_und_speicherringe, "":uni-frankfurt/ringbeschleuniger_und_speicherringe,_übungen_zur_vorlesung_"", :uni-frankfurt/vakuumphysik_2_vakuumphysik_an_beschleunigern",0,0,0,0,0,0
:uni-goettingen,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-goettingen,Georg-August-Universität Göttingen,University of Göttingen,Uni Göttingen,Uni Göttingen,,,,,,,http://www.uni-goettingen.de/en/1.html,http://www.uni-goettingen.de/en/1.html,DE,Göttingen,51.534430,9.932280,https://ror.org/01y9bpm73,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-hamburg,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-hamburg,Universität Hamburg,Hamburg University,Uni Hamburg,Uni Hamburg,,,,,,,http://www.uni-hamburg.de,https://www.uni-hamburg.de/en.html,DE,Hamburg,53.550730,9.993020,https://ror.org/00g30e956,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,":uni-hamburg/accelerator_physics_i, :uni-hamburg/accelerator_physics_ii, :uni-hamburg/physik_und_anwendungen_von_laser-plasma-beschleunigern_von_medizinischer_bildgebung_bis_hochenergiephysik, :uni-hamburg/übungen_physik_und_anwendungen_von_laser-plasma-beschleunigern_von_medizinischer_bildgebung_bis_hochenergiephysik, :uni-hamburg/promsenimar_physik_und_anwendungen_von_laser-plasma-beschleunigern_von_medizinischer_bildgebung_bis_hochenergiephysik, :uni-hamburg/computer_exercises_accelerator_physics_i, :uni-hamburg/proseminar_theorie_und_praxis_moderner_beschleuniger, :uni-hamburg/computer_exercises_accelerator_physics_ii, :uni-hamburg/exkursion_accelerator_physics_ii",0,0,0,0,0,0
:uni-hamburg/min,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,,university,:uni-hamburg,:uni-hamburg,min,MIN Fakultät,MIN Faculty,MIN,MIN,,,,,,,https://www.physik.uni-hamburg.de/iexp.html,https://www.physik.uni-hamburg.de/iexp.html,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-hamburg/min/physik,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,,university,:uni-hamburg,:uni-hamburg/min,physik,Fachbereich Physik,Department of Physics,Physik,Physik,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-hamburg/min/physik/experimental-physik,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,,university,:uni-hamburg,:uni-hamburg/min/physik,experimental-physik,Institut für Experimentalphysik,Institute of Experimental Physics,Physik,Physik,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-hamburg/min/physik/experimental-physik/ag-gruener,true,/organization/formal-organization/sub-department,03 working group cluster,02: in prereview,,grüner.florian,university,:uni-hamburg,:uni-hamburg/min/physik/experimental-physik,ag-gruener,Gruppe Grüner,Group Grüner,AG Grüner,AG Grüner,,,,,grüner.florian,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,1,0,,1,0,0,0,0,0
:uni-hamburg/min/physik/experimental-physik/ag-gruener/lux,true,/organization/working-group,05 working group,02: in prereview,,grüner.florian,university,:uni-hamburg,:uni-hamburg/min/physik/experimental-physik/ag-gruener,lux,Team: Neuartige Röntgenlichtquellen basierend auf Plasma-Wakefield-Beschleunigung,Team: Novel X-ray light sources based on plasma-wakefield acceleration,AG Grüner / LUX,AG Grüner / LUX,,,,,grüner.florian,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,5,0,5,0,,0,5,0,0,0,0
:uni-hamburg/min/physik/experimental-physik/ag-hillert,true,/organization/working-group,03 working group cluster,02: in prereview,,hillert.wolfgang,university,:uni-hamburg,:uni-hamburg/min/physik/experimental-physik,ag-hillert,Gruppe Hillert,Group Hillert,AG Hillert,AG Hillert,,,,,hillert.wolfgang,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,1,0,,1,0,0,0,0,0
:uni-hamburg/min/physik/experimental-physik/ag-hillert/seeding,true,/organization/working-group,05 working group,02: in prereview,,hillert.wolfgang,university,:uni-hamburg,:uni-hamburg/min/physik/experimental-physik/ag-hillert,seeding,Team: Fortgeschrittene Seeding-Techniken für XUV- und Angström-Strahlung,Team: Advanced Seeding Techniques for XUV and Angstrom Radiation,AST,AST,,,,,hillert.wolfgang,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,2,0,,0,2,0,0,0,0
:uni-hamburg/min/physik/experimental-physik/ag-hillert/srfc,true,/organization/working-group,05 working group,02: in prereview,,hillert.wolfgang,university,:uni-hamburg,:uni-hamburg/min/physik/experimental-physik/ag-hillert,srfc,Team: Supraleitende Hochfrequenz- Resonatoren,Team: Superconducting Radio-Frequency Cavities,SRFC,SRFC,,,,,hillert.wolfgang,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-jena,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-jena,Friedrich-Schiller-Universität Jena,Friedrich Schiller University Jena,Uni Jerna,Uni Jerna,,,,,,,https://www.uni-jena.de/en,https://www.uni-jena.de/en,DE,Jena,50.928780,11.589900,https://ror.org/05qpz1x62,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:uni-jena-ibc,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-jena/hochfeldphysik-und-laserbeschleuniger,false,/organization/formal-organization/sub-department,03 working group cluster,01: in preparation,,,university,:uni-jena,:uni-jena,hochfeldphysik-und-laserbeschleuniger,Gruppe: Hochfeldphysik und Laserbeschleuniger,Group: Hochfeldphysik und Laserbeschleuniger,,,,,,,,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-kassel,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-kassel,Universität Kassel,University of Kassel,Uni Kassel,Uni Kassel,,,,,,,http://www.uni-kassel.de/uni/,https://www.uni-kassel.de/uni/en/,DE,Kassel,51.316670,9.500000,https://ror.org/04zc7p361,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-mainz,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-mainz,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg University Mainz,Uni Mainz,Uni Mainz,,,,,,,https://www.uni-mainz.de,https://www.uni-mainz.de/en/,DE,Mainz,49.984190,8.279100,https://ror.org/023b0x485,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":mami, :mesa",0,0,0,0,0,0,0,":uni-mainz/beschleunigerphysik, :uni-mainz/medizin-_und_strahlenphysik, :uni-mainz/spezielle_probleme_der_beschleunigerphysik_",0,0,0,0,0,0
:uni-rostock,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-rostock,Universität Rostock,University of Rostock,Uni Rostock,Uni Rostock,,,,,,,http://www.uni-rostock.de/en/,http://www.uni-rostock.de/en/,DE,Rostock,54.088700,12.140490,https://ror.org/03zdwsf69,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:uni-siegen,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-siegen,Universität Siegen,University of Siegen,Uni Siegen,Uni Siegen,,,,,,,https://www.uni-siegen.de/start/index.html.en?lang=en,https://www.uni-siegen.de/start/index.html.en?lang=en,DE,Siegen,50.874810,8.024310,https://ror.org/02azyry73,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,":uni-siegen/beschleunigerphysik_i, :uni-siegen/beschleunigerphysik_ii, :uni-siegen/übungen_zu_beschleunigerphysik_i",0,0,0,0,0,0
:uni-wuppertal,true,/organization/university,01 formal-organisation,01: in preparation,,,university,,:,uni-wuppertal,Bergische Universität Wuppertal,University of Wuppertal,Uni Wuppertal,Uni Wuppertal,,,,,,,http://www.uni-wuppertal.de/en/home.html,http://www.uni-wuppertal.de/en/home.html,DE,Wuppertal,51.256270,7.148160,https://ror.org/00613ak93,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:tu-darmstadt/physik,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,arnold.michaela,university,:tu-darmstadt,:tu-darmstadt,institut-kernphysik,Fachbereich: Physik,Department of Physics,IKP,IKP,,,,,,,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:tu-darmstadt/physik/institut-kernphysik,false,/organization/formal-organization/department,02 intermediate level,02: in prereview,,arnold.michaela,university,:tu-darmstadt,:tu-darmstadt/physik,institut-kernphysik,Institut für Kernphysik,Institute for Nuclear Physics ,IKP,IKP,,,,,,,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:,false,/organization/,00 Community,05: approved,,,root,,,,Community,Community,,,,,,,,,,,,,0.000000,0.000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
